Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-Slc7a1,NC_000071.7,-,15,11.5250309141896,3.02532040340342e-16,1.42278068280787e-14
gene-Htt,NC_000071.7,+,71,3.54973773835429,3.04143717959085e-16,1.42517779143654e-14
gene-Nckap1,NC_000068.8,-,33,5.82730884593436,3.28546650699786e-16,1.53396889296041e-14
gene-Sbf1,NC_000081.7,-,43,4.81904963260929,3.55625151619955e-16,1.65205956512839e-14
gene-Ogt,NC_000086.8,+,25,7.23293326250134,3.56394199853725e-16,1.65205956512839e-14
gene-Osbpl8,NC_000076.7,+,28,6.59165017895533,3.74258620956749e-16,1.72867383744059e-14
gene-Fat3,NC_000075.7,-,30,6.23450192123287,4.02398657921343e-16,1.85203624302375e-14
gene-Nsd1,NC_000079.7,+,33,5.79863665192614,4.05969644275843e-16,1.86184588986506e-14
gene-Zyg11b,NC_000070.7,-,14,12.1729816529571,4.62086318652253e-16,2.11171814810233e-14
gene-Ap3b2,NC_000073.7,-,27,6.74573616304645,4.72016620486543e-16,2.14950385660298e-14
gene-Cul3,NC_000067.7,-,20,8.67368355329615,5.0247691430493e-16,2.280187344809e-14
gene-Celf1,NC_000068.8,+,18,9.52838744976143,5.23527049623593e-16,2.36740396251116e-14
gene-Pde2a,NC_000073.7,+,34,5.62148064139049,5.96484195801286e-16,2.68791989696795e-14
gene-Ipo9,NC_000067.7,-,30,6.16530853596746,6.36366942653304e-16,2.85768530185249e-14
gene-Robo2,NC_000082.7,-,37,5.27748329848157,6.54852506996428e-16,2.93052161694976e-14
gene-Atp2b1,NC_000076.7,+,26,6.83847846226934,9.00852554286381e-16,4.01749175330544e-14
gene-Clstn2,NC_000075.7,-,19,8.91703874780228,9.36265977309513e-16,4.16107487441372e-14
gene-Slc1a2,NC_000068.8,+,12,13.8753659610585,9.96089309951877e-16,4.41178871424919e-14
gene-Vcp,NC_000070.7,-,17,9.84561841587077,1.01460087062946e-15,4.47844131735523e-14
gene-Arhgap21,NC_000068.8,-,35,5.43251861259171,1.04998666497888e-15,4.61886991094282e-14
gene-Akap6,NC_000078.7,+,16,10.3975106501311,1.0926981492868e-15,4.79046276770381e-14
gene-Agps,NC_000068.8,+,20,8.47341833525283,1.13097424974128e-15,4.94151688239998e-14
gene-Aff4,NC_000077.7,+,22,7.76685819422401,1.33811933169152e-15,5.82690145345669e-14
gene-Igf2r,NC_000083.7,-,48,4.36015906147109,1.36171436797944e-15,5.90974896680471e-14
gene-Ep300,NC_000081.7,+,34,5.502231094029,1.49027538516501e-15,6.44606406566524e-14
gene-Cyfip1,NC_000073.7,+,35,5.38614988215758,1.51772813647793e-15,6.54292599635635e-14
gene-Lyst,NC_000079.7,+,54,4.03346639729576,1.71132567900377e-15,7.35301495234412e-14
gene-Dcaf1,NC_000075.7,+,26,6.7168673398742,1.7872839813341e-15,7.65395487768011e-14
gene-Kif3a,NC_000077.7,+,21,8.00164762526477,1.89772281007564e-15,8.10008221211493e-14
gene-Pde4dip,NC_000069.7,-,49,4.27340326078183,1.91928905193643e-15,8.1651859568072e-14
gene-Trim67,NC_000074.7,+,10,16.3505150437866,2.21754927320787e-15,9.40313598373684e-14
gene-Rere,NC_000070.7,+,31,5.83053021684143,2.25138014510399e-15,9.51539196621892e-14
gene-Lars2,NC_000075.7,+,21,7.99755633151278,2.26792663105365e-15,9.5541026447612e-14
gene-Acly,NC_000077.7,-,30,5.97346090330587,2.28574062222778e-15,9.59788424262072e-14
gene-Triobp,NC_000081.7,+,31,5.82112200806708,2.4035710163001e-15,1.0059994807058e-13
gene-Atrx,NC_000086.8,-,35,5.32275716177469,2.5146103984047e-15,1.04907923492155e-13
gene-Ecpas,NC_000070.7,-,51,4.13605874860218,2.80515242059275e-15,1.16652849696225e-13
gene-Pum2,NC_000078.7,+,32,5.64590634294243,3.20594425993361e-15,1.32892554851671e-13
gene-Synj1,NC_000082.7,-,42,4.66402737004239,3.39403871630887e-15,1.40239944786015e-13
gene-Bclaf1,NC_000076.7,+,21,7.84422837719405,3.77673682161644e-15,1.55555851318361e-13
gene-Tpr,NC_000067.7,+,53,4.01467424896485,3.82900651407236e-15,1.57208067449199e-13
gene-Add2,NC_000072.7,+,18,8.96210955066279,3.94323777538679e-15,1.61385740978093e-13
gene-Tjp1,NC_000073.7,-,33,5.49058809711364,4.01245405168126e-15,1.6370053075834e-13
gene-Zfp451,NC_000067.7,-,20,8.15393548201036,4.19422073078949e-15,1.70578165758806e-13
gene-Ankrd17,NC_000071.7,-,39,4.8720427503446,4.44993946723331e-15,1.8041086874523e-13
gene-Zeb2,NC_000068.8,-,17,9.38888965157372,4.63952554687583e-15,1.87509324680454e-13
gene-Cep350,NC_000067.7,-,39,4.85301366086053,5.28185807257417e-15,2.12804580849227e-13
gene-Arfgef1,NC_000067.7,-,40,4.77049091406512,5.30168101254483e-15,2.12939877438641e-13
gene-Marf1,NC_000082.7,-,31,5.68660223000276,6.14300747955798e-15,2.45967540969422e-13
gene-Smarcc2,NC_000076.7,+,34,5.3089389727287,6.64189753717808e-15,2.65122410025692e-13
gene-Ntrk2,NC_000079.7,+,23,7.1442647235441,6.98377242276526e-15,2.77911165364994e-13
gene-Cand1,NC_000076.7,-,15,10.3739520980343,7.61771787719761e-15,3.02208421183426e-13
gene-Gucy1b1,NC_000069.7,-,15,10.3540475564825,8.06660626421202e-15,3.19037978027688e-13
gene-Pbrm1,NC_000080.7,+,35,5.17440621402647,8.24009973230425e-15,3.24906127554545e-13
gene-Ctr9,NC_000073.7,+,25,6.59870020571341,1.09143668084256e-14,4.29044090982884e-13
gene-Plcb1,NC_000068.8,+,35,5.13808114747895,1.10314910239504e-14,4.3233416185682e-13
gene-Edc4,NC_000074.7,+,33,5.35490654521657,1.11163489286124e-14,4.34343627473549e-13
gene-Ggnbp2,NC_000077.7,-,19,8.26428913478155,1.16573326633545e-14,4.54109287154107e-13
gene-Tro,NC_000086.8,-,26,6.38187675735757,1.2048395836412e-14,4.67589248724473e-13
gene-Rfx7,NC_000075.7,+,14,10.9035478400799,1.20756830645615e-14,4.67589248724473e-13
gene-Ylpm1,NC_000078.7,+,23,7.02110087550176,1.28536637213625e-14,4.96228157935467e-13
gene-Ipo5,NC_000080.7,+,27,6.17541021123348,1.38606383452203e-14,5.33510820591472e-13
gene-Shank1,NC_000073.7,+,36,5.01070869412792,1.51564360516803e-14,5.81656342600538e-13
gene-Agap1,NC_000067.7,+,18,8.58744773974932,1.54572633899281e-14,5.9144611663296e-13
gene-Txnrd1,NC_000076.7,+,16,9.52651480935839,1.63021600276016e-14,6.21934618398146e-13
gene-Cux2,NC_000071.7,-,28,5.97789450763107,1.66458221440642e-14,6.33177699379947e-13
gene-Psmd1,NC_000067.7,+,25,6.52074600975159,1.67430294424624e-14,6.35007623986413e-13
gene-Robo1,NC_000082.7,+,37,4.89477286313417,1.68811481275819e-14,6.38373943666714e-13
gene-Srcap,NC_000073.7,+,34,5.17926054851279,1.82277370325571e-14,6.87286656099303e-13
gene-Frmd4a,NC_000068.8,+,32,5.39373642265316,2.0019828769358e-14,7.52664085680543e-13
gene-Ttc28,NC_000071.7,+,25,6.48666465373638,2.01976076761117e-14,7.57146840797545e-13
gene-Vps13c,NC_000075.7,+,85,3.00542016686113,2.08618302539001e-14,7.7978627362338e-13
gene-Map4,NC_000075.7,+,26,6.27260705968301,2.26020720244474e-14,8.42399416403971e-13
gene-Thsd7a,NC_000072.7,-,28,5.91692118878698,2.4415412460171e-14,9.0736933720515e-13
gene-Kif5a,NC_000076.7,-,31,5.483534398936,2.56016336657973e-14,9.4872758796492e-13
gene-Csde1,NC_000069.7,+,21,7.40873102329969,2.60630305570324e-14,9.63066211983144e-13
gene-Tmem131,NC_000067.7,-,45,4.2624733642255,2.65316247270352e-14,9.77588326480757e-13
gene-Grm5,NC_000073.7,+,18,8.42847255446735,2.78032994460644e-14,1.02153429470441e-12
gene-Oga,NC_000085.7,-,18,8.42515006572282,2.81478776587312e-14,1.03126487750813e-12
gene-Slx4,NC_000082.7,-,26,6.21046957294015,3.23706355703793e-14,1.1826255079992e-12
gene-Sorl1,NC_000075.7,-,48,4.07585207739997,3.30390267045242e-14,1.20364431653412e-12
gene-Gabbr1,NC_000083.7,+,29,5.71331902783682,3.41268816732466e-14,1.23881382066528e-12
gene-Cdh2,NC_000084.7,-,17,8.80322841897368,3.41959741728527e-14,1.23881382066528e-12
gene-Arnt2,NC_000073.7,-,22,7.06107364892294,3.63351533241139e-14,1.31263278754404e-12
gene-Usp33,NC_000069.7,+,27,6.01484951317496,3.64974927313492e-14,1.31482471725499e-12
gene-Mcf2l,NC_000074.7,+,39,4.63150494716534,3.91773894768018e-14,1.40744771695411e-12
gene-Ash1l,NC_000069.7,+,34,5.0798147288765,3.96784538217117e-14,1.42149984287035e-12
gene-Kif26b,NC_000067.7,+,16,9.22712383670167,4.23384071829949e-14,1.51260392292175e-12
gene-Abca1,NC_000070.7,-,50,3.94950474002463,4.52659954192367e-14,1.61274137398619e-12
gene-Fam135a,NC_000067.7,-,27,5.96030302941436,5.07960435836545e-14,1.80479459249287e-12
gene-Zfp106,NC_000068.8,-,25,6.31072665591168,5.34527083324036e-14,1.89398322428212e-12
gene-Fryl,NC_000071.7,-,69,3.26870401616305,6.95651145686422e-14,2.4581574500444e-12
gene-Bltp2,NC_000077.7,+,41,4.41515147779965,7.49283291997612e-14,2.64045798784881e-12
gene-Dlg4,NC_000077.7,+,29,5.58861996761066,7.75386169373187e-14,2.72501883926724e-12
gene-Ice1,NC_000079.7,-,23,6.64992649991656,8.26238024310616e-14,2.89586351447404e-12
gene-Myo18a,NC_000077.7,+,48,3.99017446658003,8.67253116168265e-14,3.03084361884026e-12
gene-Mga,NC_000068.8,+,36,4.79066366073231,8.69437085432409e-14,3.03084361884026e-12
gene-Srgap2,NC_000067.7,-,29,5.56930730599358,8.80838160530842e-14,3.06233331455521e-12
gene-Dock3,NC_000075.7,-,58,3.57215582620693,9.04523535716027e-14,3.13624742289956e-12
gene-Ddx1,NC_000078.7,-,26,6.0326208518381,9.10313922814029e-14,3.14788501704648e-12
gene-Ap2b1,NC_000077.7,+,26,6.01959802416584,9.82242498443429e-14,3.3875579286317e-12
gene-Atp6v1h,NC_000067.7,+,18,8.07520477401696,1.04151910735013e-13,3.58243792961682e-12
gene-Afdn,NC_000083.7,+,41,4.37122978723546,1.14217422760101e-13,3.91009929446909e-12
gene-Prkacb,NC_000069.7,-,12,11.6556952730887,1.14282651612875e-13,3.91009929446909e-12
gene-Dock11,NC_000086.8,+,57,3.58697317440326,1.18442545852619e-13,4.04173468472803e-12
gene-Kmt2b,NC_000073.7,-,42,4.28738616139186,1.35882859581434e-13,4.62466584991234e-12
gene-Igf1r,NC_000073.7,+,23,6.54620509580195,1.39801622116613e-13,4.7455495507458e-12
gene-Wnk2,NC_000079.7,-,34,4.91384963091171,1.46332939127326e-13,4.95425105165891e-12
gene-Limch1,NC_000071.7,+,29,5.47796207738892,1.61236649191352e-13,5.44457854828134e-12
gene-Lrrc7,NC_000069.7,-,43,4.20399596743499,1.67455088678231e-13,5.6398350569676e-12
gene-Pdia3,NC_000068.8,+,13,10.6232579322885,1.746843929797e-13,5.86444663275382e-12
gene-Akt3,NC_000067.7,-,18,7.93797270070351,1.75031036901181e-13,5.86444663275382e-12
gene-Peg3,NC_000073.7,-,21,6.97873902362064,1.82784223246825e-13,6.10839369315551e-12
gene-Gnaq,NC_000085.7,+,7,20.1091749011925,1.87427638657202e-13,6.24721190798028e-12
gene-Ddx6,NC_000075.7,+,19,7.5677325161627,1.87904231980541e-13,6.24721190798028e-12
gene-Sel1l,NC_000078.7,-,22,6.71402409122242,1.92143305182049e-13,6.37176760492165e-12
gene-Tulp4,NC_000083.7,+,22,6.73380503637735,2.00446077811323e-13,6.6301000622349e-12
gene-Zmym4,NC_000070.7,-,32,5.07444780089575,2.09473062588134e-13,6.91100795523554e-12
gene-Rai1,NC_000077.7,+,12,11.3581754522074,2.2322341863451e-13,7.34592486819367e-12
gene-Cep170b,NC_000078.7,+,20,7.2025649788537,2.34871274414576e-13,7.70961977665915e-12
gene-Dnmt3a,NC_000078.7,+,25,6.04113985946069,2.41260202803333e-13,7.89928658950761e-12
gene-Arhgap35,NC_000073.7,-,10,13.5592809228448,2.42125551498739e-13,7.9076003978111e-12
gene-Atp2b4,NC_000067.7,-,24,6.20420832723074,2.79143878450145e-13,9.09362161207993e-12
gene-Pum1,NC_000070.7,+,29,5.39070883521413,2.87903845966187e-13,9.35542824090627e-12
gene-Phrf1,NC_000073.7,+,22,6.62345095963215,2.98118211560367e-13,9.66306473711837e-12
gene-Lama4,NC_000076.7,+,38,4.48153940933182,3.02018110616205e-13,9.76500056149844e-12
gene-Cct3,NC_000069.7,+,14,9.70797370485437,3.09807221589354e-13,9.99186233619728e-12
gene-Cntn2,NC_000067.7,-,26,5.84374086257704,3.11928234013279e-13,1.00352434091884e-11
gene-Hmgcs1,NC_000079.7,+,13,10.3715029929751,3.29501423823433e-13,1.05697507069816e-11
gene-Dock9,NC_000080.7,-,73,3.08225120596897,3.30177011182291e-13,1.05697507069816e-11
gene-Nexmif,NC_000086.8,-,9,14.8254382695597,3.79217413416979e-13,1.21096760684489e-11
gene-Scn3a,NC_000068.8,-,34,4.79259957432158,3.81688558248466e-13,1.21564433481923e-11
gene-Afap1,NC_000071.7,+,18,7.73295581623226,3.8256185283494e-13,1.21564433481923e-11
gene-Pik3r1,NC_000079.7,-,19,7.34556168253375,4.6520124487026e-13,1.47461953429095e-11
gene-Syt7,NC_000085.7,+,18,7.6778164154847,4.95007671601303e-13,1.56526508968696e-11
gene-Tnik,NC_000069.7,+,38,4.42386032548337,5.04943010064699e-13,1.59278730467482e-11
gene-Stox2,NC_000074.7,-,8,16.5528866450984,5.21918959465158e-13,1.64233038996664e-11
gene-Elp2,NC_000084.7,+,24,6.08170581052345,5.40242624494764e-13,1.69586355888126e-11
gene-Rictor,NC_000081.7,+,40,4.27177126492562,5.57818454706355e-13,1.74679565973784e-11
gene-Rabgap1l,NC_000067.7,-,35,4.6515182276571,5.71764238046704e-13,1.78614176102851e-11
gene-Scarb2,NC_000071.7,-,12,10.9128133733538,6.17938233031866e-13,1.92420092714177e-11
gene-Sorbs1,NC_000085.7,-,37,4.47692757484764,6.18934188271072e-13,1.92420092714177e-11
gene-Gnai3,NC_000069.7,-,9,14.4912352403839,6.37782722436225e-13,1.97804411253422e-11
gene-Gnptab,NC_000076.7,+,26,5.69642907963192,6.57931995231506e-13,2.03565418524619e-11
gene-Cracd,NC_000071.7,+,16,8.3841578645154,6.69099101935984e-13,2.06526460270599e-11
gene-Ptprd,NC_000070.7,-,54,3.55907287385461,6.9343917351717e-13,2.13529734073751e-11
gene-Rbm10,NC_000086.8,+,32,4.90863851601646,7.17597545933653e-13,2.20443920702136e-11
gene-Serinc1,NC_000076.7,-,9,14.4028758456852,7.32546541417146e-13,2.24502948344738e-11
gene-Zfp207,NC_000077.7,+,32,4.9011468583797,7.58793177931423e-13,2.31996978018607e-11
gene-Dgkh,NC_000080.7,-,35,4.59953535186448,8.75391575512123e-13,2.67015076558922e-11
gene-Kcnq2,NC_000068.8,-,32,4.87477192754471,9.23688446090926e-13,2.81083827606916e-11
gene-Ptbp2,NC_000069.7,-,16,8.28333300283003,9.37749219540387e-13,2.84435313895057e-11
gene-Syn3,NC_000076.7,-,19,7.17502640485165,9.39100587900637e-13,2.84435313895057e-11
gene-Maged1,NC_000086.8,-,14,9.30979483092507,9.49659926711121e-13,2.86961491405489e-11
gene-Smarcc1,NC_000075.7,+,29,5.20946063630547,9.66654479058115e-13,2.91415906239128e-11
gene-Cds2,NC_000068.8,+,13,9.90124421982066,1.09897673716353e-12,3.30445948337846e-11
gene-Efr3b,NC_000078.7,-,23,6.14402681049411,1.10123098842969e-12,3.30445948337846e-11
gene-Astn1,NC_000067.7,+,27,5.44718925736024,1.18557978872846e-12,3.54932949250582e-11
gene-Tasor,NC_000080.7,+,31,4.94485237598913,1.19947265446806e-12,3.5826281386225e-11
gene-Hnrnpu,NC_000067.7,-,21,6.56458969843272,1.24002083654491e-12,3.69520494908648e-11
gene-Copb1,NC_000073.7,-,22,6.31278945744138,1.36452728906932e-12,4.05688078839852e-11
gene-Stt3b,NC_000075.7,-,16,8.16114353678622,1.41477274780873e-12,4.196618336562e-11
gene-Kdm3b,NC_000084.7,+,24,5.9024271837911,1.42955578988339e-12,4.23076545321781e-11
gene-Usp22,NC_000077.7,-,13,9.79314795669425,1.45479304026842e-12,4.29562520314874e-11
gene-Gnl3l,NC_000086.8,-,17,7.73436655637861,1.51602531806101e-12,4.46623130717152e-11
gene-Mkln1,NC_000072.7,+,21,6.51662666602491,1.55163859780112e-12,4.56075954212771e-11
gene-Psd,NC_000085.7,-,32,4.80250620433186,1.58472366930251e-12,4.64744471997493e-11
gene-Efr3a,NC_000081.7,+,24,5.87199671594471,1.68764197680794e-12,4.93807096969617e-11
gene-Sltm,NC_000075.7,+,31,4.89508325035267,1.71864163329105e-12,5.01742488563276e-11
gene-Daam1,NC_000078.7,+,27,5.38372853359908,1.75913941067038e-12,5.12408783743243e-11
gene-Ddb1,NC_000085.7,+,28,5.24517730202118,1.78232733758296e-12,5.17996392291245e-11
gene-Bcr,NC_000076.7,+,25,5.68361469873235,1.83311223097248e-12,5.3156144581092e-11
gene-Kifap3,NC_000067.7,+,21,6.47435106264942,1.8914313681162e-12,5.47245679728116e-11
gene-Hnrnpk,NC_000079.7,-,24,5.83590041455294,2.05546156712664e-12,5.93223944209974e-11
gene-Camta1,NC_000070.7,-,40,4.1331491486034,2.05951868050938e-12,5.93223944209974e-11
gene-Rabgap1,NC_000068.8,+,34,4.57403959320031,2.171865278095e-12,6.24194080924502e-11
gene-Helz,NC_000077.7,+,35,4.47947626826483,2.34776623282789e-12,6.73251899981443e-11
gene-Cntnap3,NC_000079.7,-,25,5.63645396350475,2.40119057891678e-12,6.87048622945371e-11
gene-2610008E11Rik,NC_000076.7,-,8,15.394804238221,2.48269819043897e-12,7.08802112515392e-11
gene-Setd2,NC_000075.7,+,24,5.79755908322922,2.53523147799991e-12,7.22205918611738e-11
gene-Hook3,NC_000074.7,-,25,5.62256735373024,2.60012551469117e-12,7.39064247945074e-11
gene-Arhgef7,NC_000074.7,+,28,5.18549915923805,2.62515402782671e-12,7.44542040392168e-11
gene-Fzd3,NC_000080.7,-,7,17.7529802703519,2.6502917946035e-12,7.50026778547201e-11
gene-Nipbl,NC_000081.7,-,51,3.56243174531133,2.69063801038219e-12,7.59782126381502e-11
gene-Kdm4b,NC_000083.7,+,30,4.93742826188061,2.76723386145321e-12,7.7970883508005e-11
gene-Atp6v1b2,NC_000074.7,+,14,8.9194537345033,2.90517418394877e-12,8.16796037413248e-11
gene-Ankhd1,NC_000084.7,+,34,4.53187518744103,3.04197327779e-12,8.53402177910152e-11
gene-Nup107,NC_000076.7,-,29,5.03390509730122,3.1516425228825e-12,8.82255254295226e-11
gene-Setd1b,NC_000071.7,+,17,7.53064308216621,3.19306145757452e-12,8.91919305201108e-11
gene-Dcc,NC_000084.7,-,32,4.70868216154948,3.20065119394707e-12,8.92112540761152e-11
gene-Rbm5,NC_000075.7,-,30,4.9156013267379,3.22434585043071e-12,8.967841910456e-11
gene-Ddx17,NC_000081.7,-,19,6.87400121996987,3.29109913986861e-12,9.13385947981132e-11
gene-Dnm3,NC_000067.7,-,22,6.12298913547124,3.49425193348202e-12,9.67690797767086e-11
gene-Gapvd1,NC_000068.8,-,46,3.74539801044532,3.80717970456111e-12,1.0520994683566e-10
gene-Mta2,NC_000085.7,+,20,6.56489182275434,3.87541976652283e-12,1.06867385587292e-10
gene-Ythdf3,NC_000069.7,+,10,12.0228063501628,4.00474552129349e-12,1.10198667716785e-10
gene-Stag1,NC_000075.7,+,37,4.25779259839992,4.17296748658587e-12,1.14583839711285e-10
gene-Pds5a,NC_000071.7,-,39,4.11553120509534,4.4076109872069e-12,1.20770408681243e-10
gene-Gfpt1,NC_000072.7,+,19,6.79081374799389,4.66908831449902e-12,1.27664522561133e-10
gene-Dlg5,NC_000080.7,-,34,4.47701757386822,4.71870479200596e-12,1.28748964293276e-10
gene-Klhl24,NC_000082.7,+,12,10.0261551945641,4.97920914461297e-12,1.35570761825852e-10
gene-Hyou1,NC_000075.7,+,33,4.55676389438246,5.00143752791841e-12,1.35889898211279e-10
gene-Ids,NC_000086.8,-,15,8.22194106638478,5.08424829677487e-12,1.37766946805206e-10
gene-Pdzd2,NC_000081.7,-,25,5.50564961931353,5.09182715324276e-12,1.37766946805206e-10
gene-Ralgapb,NC_000068.8,+,40,4.03523403514624,5.19459713287749e-12,1.40254122587692e-10
gene-Dapk1,NC_000079.7,+,29,4.95125869428213,5.5132710109385e-12,1.48548195800974e-10
gene-Tle4,NC_000085.7,-,22,6.02908524913843,5.58123534947111e-12,1.50066770841393e-10
gene-Lmtk2,NC_000071.7,+,15,8.18675737783169,5.68583529127276e-12,1.525620494233e-10
gene-Baz1b,NC_000071.7,+,21,6.24015120876991,5.70594341598666e-12,1.52784609107568e-10
gene-Hspa9,NC_000084.7,-,17,7.37207699653434,5.73038648801423e-12,1.53122083573322e-10
gene-Disp2,NC_000068.8,+,10,11.8113112117853,5.97404769627284e-12,1.5930383269257e-10
gene-Wdr47,NC_000069.7,+,20,6.46300001121782,6.11369254260033e-12,1.62692151550309e-10
gene-C2cd5,NC_000072.7,-,39,4.07541545198184,6.38037857452522e-12,1.69440320542782e-10
gene-Usp15,NC_000076.7,-,25,5.46519205745055,6.4301430379803e-12,1.70411967029097e-10
gene-Ubap2l,NC_000069.7,-,41,3.94812694249873,6.79213461320493e-12,1.79637376181144e-10
gene-Copb2,NC_000075.7,+,22,5.98670054781621,6.89945315743092e-12,1.82103321806233e-10
gene-Sympk,NC_000073.7,+,28,5.03238635764755,7.12001923040779e-12,1.87542176592391e-10
gene-Wnk3,NC_000086.8,+,25,5.44401682722923,7.26667168010256e-12,1.91015985444647e-10
gene-Camsap3,NC_000074.7,+,22,5.97287870697025,7.39405061529479e-12,1.93625631202672e-10
gene-Xpo5,NC_000083.7,+,32,4.59729004061998,7.39589127148535e-12,1.93625631202672e-10
gene-Polr2b,NC_000071.7,+,25,5.43642649279245,7.59253014418842e-12,1.9837210576725e-10
gene-Hspa12a,NC_000085.7,-,16,7.65578181552334,7.95128700876825e-12,2.07326602589516e-10
gene-Flii,NC_000077.7,-,31,4.68371977343331,7.97522272746432e-12,2.0753230489798e-10
gene-Dnm1l,NC_000082.7,-,23,5.75602289718611,8.3692695976887e-12,2.17348923106241e-10
gene-Slc25a36,NC_000075.7,-,9,12.8913718365075,8.42679527564287e-12,2.18404295190159e-10
gene-Prr12,NC_000073.7,-,14,8.53970262596102,8.79183119834715e-12,2.27409505776447e-10
gene-Ahctf1,NC_000067.7,-,36,4.2375879154556,9.28469314723552e-12,2.39678515914565e-10
gene-Strn3,NC_000078.7,-,21,6.12414357041293,9.90390537488822e-12,2.55015807628462e-10
gene-Prkcb,NC_000073.7,+,18,6.90076356481013,9.91826731903785e-12,2.55015807628462e-10
gene-Cse1l,NC_000068.8,+,26,5.2367570677443,1.03188259214748e-11,2.64788443734988e-10
gene-Tmx4,NC_000068.8,-,8,14.3686595325148,1.04385959818024e-11,2.67331409569605e-10
gene-Igsf3,NC_000069.7,+,13,9.03379156081227,1.0851432856008e-11,2.77222823407653e-10
gene-Mib1,NC_000084.7,+,26,5.22792840446339,1.0884792075567e-11,2.77222823407653e-10
gene-Gmps,NC_000069.7,+,17,7.19937317775803,1.08891358765242e-11,2.77222823407653e-10
gene-Wdr11,NC_000073.7,+,30,4.73679250485654,1.13345180465087e-11,2.87994738498029e-10
gene-Washc4,NC_000076.7,+,35,4.27902984192068,1.22882364305203e-11,3.11615219129253e-10
gene-Ube4b,NC_000070.7,-,28,4.94327553380239,1.27610020751021e-11,3.22970723752047e-10
gene-Cxadr,NC_000082.7,+,10,11.3522440624156,1.44049951312912e-11,3.63866800845682e-10
gene-Clip1,NC_000071.7,-,31,4.60151653984103,1.4532057323331e-11,3.66360813572398e-10
gene-Tspoap1,NC_000077.7,+,35,4.27335497669539,1.48724028801372e-11,3.74211646787578e-10
gene-Psd2,NC_000084.7,+,24,5.47228528823443,1.5248809530447e-11,3.82937579917031e-10
gene-Srcin1,NC_000077.7,-,35,4.24941626495229,1.57047524613367e-11,3.9362318523734e-10
gene-Hsp90b1,NC_000076.7,-,18,6.78494721411118,1.57420496230933e-11,3.93794831287167e-10
gene-Arid2,NC_000081.7,+,22,5.80260500657443,1.74118370638592e-11,4.34724495650368e-10
